Timestamp, Tweet-ID, Included(Y/N)
"Mon Apr 15 21:02:32 +0000 2013","323904195264647168",Y
"Mon Apr 15 21:02:33 +0000 2013","323904199471538178",Y
"Mon Apr 15 21:02:33 +0000 2013","323904199471538179",Y
"Mon Apr 15 21:02:33 +0000 2013","323904199475736576",Y
"Mon Apr 15 21:02:33 +0000 2013","323904199475732480",Y
"Mon Apr 15 21:02:33 +0000 2013","323904199467339776",Y
"Mon Apr 15 21:02:33 +0000 2013","323904199488327680",Y
"Mon Apr 15 21:02:33 +0000 2013","323904199471534080",Y
"Mon Apr 15 21:02:33 +0000 2013","323904199471554560",Y
"Mon Apr 15 21:02:34 +0000 2013","323904203653275648",Y
"Mon Apr 15 21:02:35 +0000 2013","323904207847583745",Y
"Mon Apr 15 21:02:35 +0000 2013","323904207881113600",Y
"Mon Apr 15 21:02:35 +0000 2013","323904207855951873",Y
"Mon Apr 15 21:02:35 +0000 2013","323904207872720897",Y
"Mon Apr 15 21:02:36 +0000 2013","323904212058660864",Y
"Mon Apr 15 21:02:36 +0000 2013","323904212067037184",Y
"Mon Apr 15 21:02:36 +0000 2013","323904212054454272",Y
"Mon Apr 15 21:02:36 +0000 2013","323904212054454274",Y
"Mon Apr 15 21:02:36 +0000 2013","323904212050264065",Y
"Mon Apr 15 21:02:36 +0000 2013","323904212062834688",Y
"Mon Apr 15 21:02:36 +0000 2013","323904212067028992",Y
"Mon Apr 15 21:02:36 +0000 2013","323904212071235585",Y
"Mon Apr 15 21:02:36 +0000 2013","323904212050264064",Y
"Mon Apr 15 21:02:36 +0000 2013","323904212050276352",Y
"Mon Apr 15 21:02:37 +0000 2013","323904216244572161",Y
"Mon Apr 15 21:02:37 +0000 2013","323904216248754176",Y
"Mon Apr 15 21:02:37 +0000 2013","323904216273920000",Y
"Mon Apr 15 21:02:37 +0000 2013","323904216257163264",Y
"Mon Apr 15 21:02:37 +0000 2013","323904216240365569",Y
"Mon Apr 15 21:02:37 +0000 2013","323904216248750081",Y
"Mon Apr 15 21:02:37 +0000 2013","323904216269733889",Y
"Mon Apr 15 21:02:37 +0000 2013","323904216236179457",Y
"Mon Apr 15 21:02:37 +0000 2013","323904216261341184",Y
"Mon Apr 15 21:02:38 +0000 2013","323904220468219904",Y
"Mon Apr 15 21:02:38 +0000 2013","323904220464037888",Y
"Mon Apr 15 21:02:38 +0000 2013","323904220438880256",Y
"Mon Apr 15 21:02:38 +0000 2013","323904220438859776",Y
"Mon Apr 15 21:02:38 +0000 2013","323904220451450882",Y
"Mon Apr 15 21:02:38 +0000 2013","323904220443070466",Y
"Mon Apr 15 21:02:38 +0000 2013","323904220464021504",Y
"Mon Apr 15 21:02:38 +0000 2013","323904220443066368",Y
"Mon Apr 15 21:02:38 +0000 2013","323904220438855680",Y
"Mon Apr 15 21:02:39 +0000 2013","323904224645742592",Y
"Mon Apr 15 21:02:39 +0000 2013","323904224624791552",Y
"Mon Apr 15 21:02:39 +0000 2013","323904224633184256",Y
"Mon Apr 15 21:02:39 +0000 2013","323904224624779266",Y
"Mon Apr 15 21:02:39 +0000 2013","323904224658341889",Y
"Mon Apr 15 21:02:39 +0000 2013","323904224624775168",Y
"Mon Apr 15 21:02:39 +0000 2013","323904224628994048",Y
"Mon Apr 15 21:02:39 +0000 2013","323904224658337792",Y
"Mon Apr 15 21:02:39 +0000 2013","323904224633171968",Y
"Mon Apr 15 21:02:40 +0000 2013","323904228840054784",Y
"Mon Apr 15 21:02:40 +0000 2013","323904228848455681",Y
"Mon Apr 15 21:02:40 +0000 2013","323904228844265473",Y
"Mon Apr 15 21:02:40 +0000 2013","323904228848463873",Y
"Mon Apr 15 21:02:40 +0000 2013","323904228819075072",Y
"Mon Apr 15 21:02:40 +0000 2013","323904228840067072",Y
"Mon Apr 15 21:02:40 +0000 2013","323904228852637698",Y
"Mon Apr 15 21:02:40 +0000 2013","323904228856836097",Y
"Mon Apr 15 21:02:41 +0000 2013","323904233034362881",Y
"Mon Apr 15 21:02:41 +0000 2013","323904233030160384",Y
"Mon Apr 15 21:02:41 +0000 2013","323904233017585664",Y
"Mon Apr 15 21:02:41 +0000 2013","323904233017597952",Y
"Mon Apr 15 21:02:42 +0000 2013","323904237216071682",Y
"Mon Apr 15 21:02:42 +0000 2013","323904237241241601",Y
"Mon Apr 15 21:02:42 +0000 2013","323904237237063680",Y
"Mon Apr 15 21:02:42 +0000 2013","323904237245460480",Y
"Mon Apr 15 21:02:42 +0000 2013","323904237211881472",Y
"Mon Apr 15 21:02:43 +0000 2013","323904241402011648",Y
"Mon Apr 15 21:02:43 +0000 2013","323904241439764481",Y
"Mon Apr 15 21:02:43 +0000 2013","323904241414594560",Y
"Mon Apr 15 21:02:43 +0000 2013","323904241414569984",Y
"Mon Apr 15 21:02:43 +0000 2013","323904241414582272",Y
"Mon Apr 15 21:02:43 +0000 2013","323904241431347201",Y
"Mon Apr 15 21:02:44 +0000 2013","323904245608873985",Y
"Mon Apr 15 21:02:44 +0000 2013","323904245604696064",Y
"Mon Apr 15 21:02:44 +0000 2013","323904245613088768",Y
"Mon Apr 15 21:02:44 +0000 2013","323904245629853696",Y
"Mon Apr 15 21:02:44 +0000 2013","323904245617274881",Y
"Mon Apr 15 21:02:44 +0000 2013","323904245629861888",Y
"Mon Apr 15 21:02:44 +0000 2013","323904245621460993",Y
"Mon Apr 15 21:02:44 +0000 2013","323904245604704257",Y
"Mon Apr 15 21:02:45 +0000 2013","323904249799012354",Y
"Mon Apr 15 21:02:45 +0000 2013","323904249819975680",Y
"Mon Apr 15 21:02:45 +0000 2013","323904249815785473",Y
"Mon Apr 15 21:02:45 +0000 2013","323904249824165888",Y
"Mon Apr 15 21:02:45 +0000 2013","323904249794789376",Y
"Mon Apr 15 21:02:45 +0000 2013","323904249819959297",Y
"Mon Apr 15 21:02:45 +0000 2013","323904249819955200",Y
"Mon Apr 15 21:02:46 +0000 2013","323904254005882881",Y
"Mon Apr 15 21:02:46 +0000 2013","323904254010081280",Y
"Mon Apr 15 21:02:46 +0000 2013","323904254022676480",Y
"Mon Apr 15 21:02:46 +0000 2013","323904254018478080",Y
"Mon Apr 15 21:02:46 +0000 2013","323904254010068993",Y
"Mon Apr 15 21:02:46 +0000 2013","323904253997494272",Y
"Mon Apr 15 21:02:47 +0000 2013","323904258179223552",Y
"Mon Apr 15 21:02:47 +0000 2013","323904258183421952",Y
"Mon Apr 15 21:02:47 +0000 2013","323904258216972288",Y
"Mon Apr 15 21:02:47 +0000 2013","323904258183397376",Y
"Mon Apr 15 21:02:47 +0000 2013","323904258195980288",Y
"Mon Apr 15 21:02:47 +0000 2013","323904258216960000",Y
"Mon Apr 15 21:02:48 +0000 2013","323904262390292483",Y
"Mon Apr 15 21:02:48 +0000 2013","323904262398689281",Y
"Mon Apr 15 21:02:48 +0000 2013","323904262402875392",Y
"Mon Apr 15 21:02:48 +0000 2013","323904262407077888",Y
"Mon Apr 15 21:02:48 +0000 2013","323904262398697473",Y
"Mon Apr 15 21:02:48 +0000 2013","323904262390292482",Y
"Mon Apr 15 21:02:49 +0000 2013","323904266572034049",Y
"Mon Apr 15 21:02:49 +0000 2013","323904266601369602",Y
"Mon Apr 15 21:02:49 +0000 2013","323904266592985088",Y
"Mon Apr 15 21:02:49 +0000 2013","323904266567811073",Y
"Mon Apr 15 21:02:49 +0000 2013","323904266588807169",Y
"Mon Apr 15 21:02:49 +0000 2013","323904266567811072",Y
"Mon Apr 15 21:02:50 +0000 2013","323904270762127361",Y
"Mon Apr 15 21:02:50 +0000 2013","323904270774710272",Y
"Mon Apr 15 21:02:50 +0000 2013","323904270799892480",Y
"Mon Apr 15 21:02:50 +0000 2013","323904270783090688",Y
"Mon Apr 15 21:02:50 +0000 2013","323904270795673600",Y
"Mon Apr 15 21:02:50 +0000 2013","323904270795694081",Y
"Mon Apr 15 21:02:50 +0000 2013","323904270774706176",Y
"Mon Apr 15 21:02:51 +0000 2013","323904274994167808",Y
"Mon Apr 15 21:02:51 +0000 2013","323904274994196480",Y
"Mon Apr 15 21:02:52 +0000 2013","323904279163310080",Y
"Mon Apr 15 21:02:52 +0000 2013","323904279184302080",Y
"Mon Apr 15 21:02:52 +0000 2013","323904279159111681",Y
"Mon Apr 15 21:02:52 +0000 2013","323904279184297984",Y
"Mon Apr 15 21:02:52 +0000 2013","323904279154917378",Y
"Mon Apr 15 21:02:53 +0000 2013","323904283349221376",Y
"Mon Apr 15 21:02:53 +0000 2013","323904283382800385",Y
"Mon Apr 15 21:02:53 +0000 2013","323904283378589696",Y
"Mon Apr 15 21:02:53 +0000 2013","323904283361812481",Y
"Mon Apr 15 21:02:53 +0000 2013","323904283378593792",Y
"Mon Apr 15 21:02:53 +0000 2013","323904283382800386",Y
"Mon Apr 15 21:02:53 +0000 2013","323904283366019073",Y
"Mon Apr 15 21:02:53 +0000 2013","323904283370209281",Y
"Mon Apr 15 21:02:53 +0000 2013","323904283345047553",Y
"Mon Apr 15 21:02:53 +0000 2013","323904283365998592",Y
"Mon Apr 15 21:02:53 +0000 2013","323904283382779904",Y
"Mon Apr 15 21:02:53 +0000 2013","323904283357614082",Y
"Mon Apr 15 21:02:53 +0000 2013","323904283374403584",Y
"Mon Apr 15 21:02:54 +0000 2013","323904287539343360",Y
"Mon Apr 15 21:02:54 +0000 2013","323904287547736064",Y
"Mon Apr 15 21:02:54 +0000 2013","323904287568691201",Y
"Mon Apr 15 21:02:54 +0000 2013","323904287547731968",Y
"Mon Apr 15 21:02:54 +0000 2013","323904287547723776",Y
"Mon Apr 15 21:02:54 +0000 2013","323904287564521473",Y
"Mon Apr 15 21:02:54 +0000 2013","323904287539355648",Y
"Mon Apr 15 21:02:55 +0000 2013","323904291771408384",Y
"Mon Apr 15 21:02:55 +0000 2013","323904291754627072",Y
"Mon Apr 15 21:02:55 +0000 2013","323904291742035969",Y
"Mon Apr 15 21:02:55 +0000 2013","323904291742048256",Y
"Mon Apr 15 21:02:55 +0000 2013","323904291767197696",Y
"Mon Apr 15 21:02:56 +0000 2013","323904295927959552",Y
"Mon Apr 15 21:02:56 +0000 2013","323904295940530177",Y
"Mon Apr 15 21:02:56 +0000 2013","323904295957319681",Y
"Mon Apr 15 21:02:56 +0000 2013","323904295961497600",Y
"Mon Apr 15 21:02:56 +0000 2013","323904295936348160",Y
"Mon Apr 15 21:02:56 +0000 2013","323904295961493504",Y
"Mon Apr 15 21:02:56 +0000 2013","323904295957315584",Y
"Mon Apr 15 21:02:56 +0000 2013","323904295953104897",Y
"Mon Apr 15 21:02:56 +0000 2013","323904295961505792",Y
"Mon Apr 15 21:02:56 +0000 2013","323904295957311491",Y
"Mon Apr 15 21:02:57 +0000 2013","323904300122255360",Y
"Mon Apr 15 21:02:57 +0000 2013","323904300134830080",Y
"Mon Apr 15 21:02:57 +0000 2013","323904300122251266",Y
"Mon Apr 15 21:02:57 +0000 2013","323904300155817985",Y
"Mon Apr 15 21:02:58 +0000 2013","323904304316547072",Y
"Mon Apr 15 21:02:58 +0000 2013","323904304354308096",Y
"Mon Apr 15 21:02:58 +0000 2013","323904304350121986",Y
"Mon Apr 15 21:02:58 +0000 2013","323904304354304000",Y
"Mon Apr 15 21:02:59 +0000 2013","323904308540211200",Y
"Mon Apr 15 21:02:59 +0000 2013","323904308527636480",Y
"Mon Apr 15 21:02:59 +0000 2013","323904308531822592",Y
"Mon Apr 15 21:02:59 +0000 2013","323904308523462657",Y
"Mon Apr 15 21:02:59 +0000 2013","323904308510851072",Y
"Mon Apr 15 21:02:59 +0000 2013","323904308523438084",Y
"Mon Apr 15 21:03:00 +0000 2013","323904312713543680",Y
"Mon Apr 15 21:03:00 +0000 2013","323904312734539776",Y
"Mon Apr 15 21:03:00 +0000 2013","323904312730337280",Y
"Mon Apr 15 21:03:00 +0000 2013","323904312709353472",Y
"Mon Apr 15 21:03:00 +0000 2013","323904312713564160",Y
"Mon Apr 15 21:03:00 +0000 2013","323904312730333186",Y
"Mon Apr 15 21:03:01 +0000 2013","323904316912066560",Y
"Mon Apr 15 21:03:01 +0000 2013","323904316937224192",Y
"Mon Apr 15 21:03:01 +0000 2013","323904316912041984",Y
"Mon Apr 15 21:03:01 +0000 2013","323904316928819200",Y
"Mon Apr 15 21:03:01 +0000 2013","323904316924633090",Y
"Mon Apr 15 21:03:01 +0000 2013","323904316928847872",Y
"Mon Apr 15 21:03:01 +0000 2013","323904316924628992",Y
"Mon Apr 15 21:03:02 +0000 2013","323904321093775360",Y
"Mon Apr 15 21:03:02 +0000 2013","323904321097977856",Y
"Mon Apr 15 21:03:02 +0000 2013","323904321123127296",Y
"Mon Apr 15 21:03:02 +0000 2013","323904321093779457",Y
"Mon Apr 15 21:03:02 +0000 2013","323904321114742784",Y
"Mon Apr 15 21:03:02 +0000 2013","323904321123131393",Y
"Mon Apr 15 21:03:03 +0000 2013","323904325325832192",Y
"Mon Apr 15 21:03:03 +0000 2013","323904325309050880",Y
"Mon Apr 15 21:03:03 +0000 2013","323904325313241088",Y
"Mon Apr 15 21:03:03 +0000 2013","323904325325828098",Y
"Mon Apr 15 21:03:04 +0000 2013","323904329515945985",Y
"Mon Apr 15 21:03:04 +0000 2013","323904329520136192",Y
"Mon Apr 15 21:03:04 +0000 2013","323904329503367169",Y
"Mon Apr 15 21:03:05 +0000 2013","323904333676675072",Y
"Mon Apr 15 21:03:06 +0000 2013","323904337900363776",Y
"Mon Apr 15 21:03:06 +0000 2013","323904337896165377",Y
"Mon Apr 15 21:03:06 +0000 2013","323904337908731904",Y
"Mon Apr 15 21:03:06 +0000 2013","323904337891950592",Y
"Mon Apr 15 21:03:07 +0000 2013","323904342082068480",Y
"Mon Apr 15 21:03:07 +0000 2013","323904342094671872",Y
"Mon Apr 15 21:03:07 +0000 2013","323904342077878272",Y
"Mon Apr 15 21:03:07 +0000 2013","323904342094671875",Y
"Mon Apr 15 21:03:07 +0000 2013","323904342082088960",Y
"Mon Apr 15 21:03:07 +0000 2013","323904342103048192",Y
"Mon Apr 15 21:03:07 +0000 2013","323904342090452992",Y
"Mon Apr 15 21:03:07 +0000 2013","323904342073679872",Y
"Mon Apr 15 21:03:07 +0000 2013","323904342082084864",Y
"Mon Apr 15 21:03:08 +0000 2013","323904346284756992",Y
"Mon Apr 15 21:03:08 +0000 2013","323904346272169984",Y
"Mon Apr 15 21:03:08 +0000 2013","323904346267992064",Y
"Mon Apr 15 21:03:08 +0000 2013","323904346267987968",Y
"Mon Apr 15 21:03:08 +0000 2013","323904346272174080",Y
"Mon Apr 15 21:03:09 +0000 2013","323904350462291968",Y
"Mon Apr 15 21:03:09 +0000 2013","323904350491643904",Y
"Mon Apr 15 21:03:09 +0000 2013","323904350487457792",Y
"Mon Apr 15 21:03:09 +0000 2013","323904350462287872",Y
"Mon Apr 15 21:03:09 +0000 2013","323904350491664385",Y
"Mon Apr 15 21:03:09 +0000 2013","323904350453903360",Y
"Mon Apr 15 21:03:09 +0000 2013","323904350483263488",Y
"Mon Apr 15 21:03:09 +0000 2013","323904350487449601",Y
"Mon Apr 15 21:03:09 +0000 2013","323904350462304257",Y
"Mon Apr 15 21:03:10 +0000 2013","323904354660777984",Y
"Mon Apr 15 21:03:10 +0000 2013","323904354681765888",Y
"Mon Apr 15 21:03:10 +0000 2013","323904354681761792",Y
"Mon Apr 15 21:03:10 +0000 2013","323904354648215553",Y
"Mon Apr 15 21:03:10 +0000 2013","323904354648199168",Y
"Mon Apr 15 21:03:11 +0000 2013","323904358867677184",Y
"Mon Apr 15 21:03:11 +0000 2013","323904358876078080",Y
"Mon Apr 15 21:03:12 +0000 2013","323904363041009665",Y
"Mon Apr 15 21:03:12 +0000 2013","323904363057786880",Y
"Mon Apr 15 21:03:12 +0000 2013","323904363070373888",Y
"Mon Apr 15 21:03:12 +0000 2013","323904363036827648",Y
"Mon Apr 15 21:03:12 +0000 2013","323904363066163200",Y
"Mon Apr 15 21:03:12 +0000 2013","323904363057778688",Y
"Mon Apr 15 21:03:12 +0000 2013","323904363045216257",Y
"Mon Apr 15 21:03:12 +0000 2013","323904363045195778",Y
"Mon Apr 15 21:03:12 +0000 2013","323904363041021953",Y
"Mon Apr 15 21:03:13 +0000 2013","323904367231123456",Y
"Mon Apr 15 21:03:13 +0000 2013","323904367231135744",Y
"Mon Apr 15 21:03:13 +0000 2013","323904367231111168",Y
"Mon Apr 15 21:03:13 +0000 2013","323904367239524352",Y
"Mon Apr 15 21:03:13 +0000 2013","323904367268859905",Y
"Mon Apr 15 21:03:13 +0000 2013","323904367252078592",Y
"Mon Apr 15 21:03:14 +0000 2013","323904371429609472",Y
"Mon Apr 15 21:03:14 +0000 2013","323904371433816064",Y
"Mon Apr 15 21:03:14 +0000 2013","323904371450605568",Y
"Mon Apr 15 21:03:14 +0000 2013","323904371438006273",Y
"Mon Apr 15 21:03:14 +0000 2013","323904371438010369",Y
"Mon Apr 15 21:03:15 +0000 2013","323904375644893184",Y
"Mon Apr 15 21:03:15 +0000 2013","323904375644897280",Y
"Mon Apr 15 21:03:15 +0000 2013","323904375657484288",Y
"Mon Apr 15 21:03:15 +0000 2013","323904375644893186",Y
"Mon Apr 15 21:03:15 +0000 2013","323904375649091587",Y
"Mon Apr 15 21:03:15 +0000 2013","323904375632310273",Y
"Mon Apr 15 21:03:16 +0000 2013","323904379822407680",Y
"Mon Apr 15 21:03:16 +0000 2013","323904379830800384",Y
"Mon Apr 15 21:03:17 +0000 2013","323904384041881600",Y
"Mon Apr 15 21:03:17 +0000 2013","323904384033505280",Y
"Mon Apr 15 21:03:17 +0000 2013","323904384029294593",Y
"Mon Apr 15 21:03:17 +0000 2013","323904384029323264",Y
"Mon Apr 15 21:03:17 +0000 2013","323904384020930560",Y
"Mon Apr 15 21:03:17 +0000 2013","323904384037707776",Y
"Mon Apr 15 21:03:17 +0000 2013","323904384020914176",Y
"Mon Apr 15 21:03:18 +0000 2013","323904388223602688",Y
"Mon Apr 15 21:03:18 +0000 2013","323904388219432960",Y
"Mon Apr 15 21:03:18 +0000 2013","323904388232011777",Y
"Mon Apr 15 21:03:18 +0000 2013","323904388240404483",Y
"Mon Apr 15 21:03:18 +0000 2013","323904388215222273",Y
"Mon Apr 15 21:03:18 +0000 2013","323904388236197888",Y
"Mon Apr 15 21:03:19 +0000 2013","323904392422105090",Y
"Mon Apr 15 21:03:19 +0000 2013","323904392401154049",Y
"Mon Apr 15 21:03:20 +0000 2013","323904396616409088",Y
"Mon Apr 15 21:03:20 +0000 2013","323904396599631872",Y
"Mon Apr 15 21:03:20 +0000 2013","323904396608036865",Y
"Mon Apr 15 21:03:20 +0000 2013","323904396612210689",Y
"Mon Apr 15 21:03:20 +0000 2013","323904396620623872",Y
"Mon Apr 15 21:03:20 +0000 2013","323904396612210688",Y
"Mon Apr 15 21:03:20 +0000 2013","323904396603826177",Y
"Mon Apr 15 21:03:20 +0000 2013","323904396591263744",Y
"Mon Apr 15 21:03:20 +0000 2013","323904396629000192",Y
"Mon Apr 15 21:03:21 +0000 2013","323904400802336768",Y
"Mon Apr 15 21:03:21 +0000 2013","323904400793952256",Y
"Mon Apr 15 21:03:21 +0000 2013","323904400802320384",Y
"Mon Apr 15 21:03:21 +0000 2013","323904400810713088",Y
"Mon Apr 15 21:03:22 +0000 2013","323904405000835072",Y
"Mon Apr 15 21:03:22 +0000 2013","323904405005037569",Y
"Mon Apr 15 21:03:22 +0000 2013","323904405000826880",Y
"Mon Apr 15 21:03:22 +0000 2013","323904405005017089",Y
"Mon Apr 15 21:03:22 +0000 2013","323904405013397504",Y
"Mon Apr 15 21:03:22 +0000 2013","323904404988252160",Y
"Mon Apr 15 21:03:22 +0000 2013","323904405000826881",Y
"Mon Apr 15 21:03:23 +0000 2013","323904409178349568",Y
"Mon Apr 15 21:03:23 +0000 2013","323904409195139072",Y
"Mon Apr 15 21:03:23 +0000 2013","323904409178365954",Y
"Mon Apr 15 21:03:23 +0000 2013","323904409182539776",Y
"Mon Apr 15 21:03:24 +0000 2013","323904413397827584",Y
"Mon Apr 15 21:03:24 +0000 2013","323904413397819392",Y
"Mon Apr 15 21:03:24 +0000 2013","323904413372649472",Y
"Mon Apr 15 21:03:24 +0000 2013","323904413385236481",Y
"Mon Apr 15 21:03:24 +0000 2013","323904413402005504",Y
"Mon Apr 15 21:03:24 +0000 2013","323904413402009600",Y
"Mon Apr 15 21:03:24 +0000 2013","323904413397815296",Y
"Mon Apr 15 21:03:25 +0000 2013","323904417583734784",Y
"Mon Apr 15 21:03:25 +0000 2013","323904417575358465",Y
"Mon Apr 15 21:03:25 +0000 2013","323904417583742977",Y
"Mon Apr 15 21:03:25 +0000 2013","323904417575346177",Y
"Mon Apr 15 21:03:25 +0000 2013","323904417583738881",Y
"Mon Apr 15 21:03:25 +0000 2013","323904417587933186",Y
"Mon Apr 15 21:03:25 +0000 2013","323904417587933185",Y
"Mon Apr 15 21:03:25 +0000 2013","323904417596309504",Y
"Mon Apr 15 21:03:25 +0000 2013","323904417579536385",Y
"Mon Apr 15 21:03:25 +0000 2013","323904417571155969",Y
"Mon Apr 15 21:03:25 +0000 2013","323904417596313601",Y
"Mon Apr 15 21:03:26 +0000 2013","323904421786439680",Y
"Mon Apr 15 21:03:26 +0000 2013","323904421778030592",Y
"Mon Apr 15 21:03:26 +0000 2013","323904421786447872",Y
"Mon Apr 15 21:03:26 +0000 2013","323904421761273857",Y
"Mon Apr 15 21:03:26 +0000 2013","323904421761269760",Y
"Mon Apr 15 21:03:26 +0000 2013","323904421769641984",Y
"Mon Apr 15 21:03:27 +0000 2013","323904425968152577",Y
"Mon Apr 15 21:03:27 +0000 2013","323904425980735489",Y
"Mon Apr 15 21:03:27 +0000 2013","323904425989120000",Y
"Mon Apr 15 21:03:27 +0000 2013","323904425972334593",Y
"Mon Apr 15 21:03:27 +0000 2013","323904425980731394",Y
"Mon Apr 15 21:03:28 +0000 2013","323904430149865472",Y
"Mon Apr 15 21:03:28 +0000 2013","323904430145679360",Y
"Mon Apr 15 21:03:28 +0000 2013","323904430158262272",Y
"Mon Apr 15 21:03:28 +0000 2013","323904430183419904",Y
"Mon Apr 15 21:03:28 +0000 2013","323904430166659074",Y
"Mon Apr 15 21:03:28 +0000 2013","323904430179225600",Y
"Mon Apr 15 21:03:29 +0000 2013","323904434369347584",Y
"Mon Apr 15 21:03:29 +0000 2013","323904434356768771",Y
"Mon Apr 15 21:03:29 +0000 2013","323904434377736193",Y
"Mon Apr 15 21:03:29 +0000 2013","323904434373541888",Y
"Mon Apr 15 21:03:29 +0000 2013","323904434373545986",Y
"Mon Apr 15 21:03:29 +0000 2013","323904434373545985",Y
"Mon Apr 15 21:03:30 +0000 2013","323904438534287362",Y
"Mon Apr 15 21:03:30 +0000 2013","323904438572040192",Y
"Mon Apr 15 21:03:30 +0000 2013","323904438538485760",Y
"Mon Apr 15 21:03:30 +0000 2013","323904438555275265",Y
"Mon Apr 15 21:03:31 +0000 2013","323904442736971778",Y
"Mon Apr 15 21:03:31 +0000 2013","323904442728607744",Y
"Mon Apr 15 21:03:31 +0000 2013","323904442728587266",Y
"Mon Apr 15 21:03:32 +0000 2013","323904446948052992",Y
"Mon Apr 15 21:03:32 +0000 2013","323904446931288065",Y
"Mon Apr 15 21:03:32 +0000 2013","323904446939660289",Y
"Mon Apr 15 21:03:33 +0000 2013","323904451154935808",Y
"Mon Apr 15 21:03:33 +0000 2013","323904451133976576",Y
"Mon Apr 15 21:03:33 +0000 2013","323904451138166784",Y
"Mon Apr 15 21:03:33 +0000 2013","323904451150753792",Y
"Mon Apr 15 21:03:33 +0000 2013","323904451121381376",Y
"Mon Apr 15 21:03:33 +0000 2013","323904451150766080",Y
"Mon Apr 15 21:03:33 +0000 2013","323904451138170880",Y
"Mon Apr 15 21:03:33 +0000 2013","323904451150757888",Y
"Mon Apr 15 21:03:34 +0000 2013","323904455311503363",Y
"Mon Apr 15 21:03:34 +0000 2013","323904455319896064",Y
"Mon Apr 15 21:03:34 +0000 2013","323904455311503361",Y
"Mon Apr 15 21:03:34 +0000 2013","323904455311491073",Y
"Mon Apr 15 21:03:34 +0000 2013","323904455332483072",Y
"Mon Apr 15 21:03:34 +0000 2013","323904455319887872",Y
"Mon Apr 15 21:03:34 +0000 2013","323904455332487169",Y
"Mon Apr 15 21:03:34 +0000 2013","323904455349264384",Y
"Mon Apr 15 21:03:35 +0000 2013","323904459505795073",Y
"Mon Apr 15 21:03:35 +0000 2013","323904459539365889",Y
"Mon Apr 15 21:03:35 +0000 2013","323904459505819648",Y
"Mon Apr 15 21:03:35 +0000 2013","323904459543560192",Y
"Mon Apr 15 21:03:35 +0000 2013","323904459543556096",Y
"Mon Apr 15 21:03:35 +0000 2013","323904459535183872",Y
"Mon Apr 15 21:03:35 +0000 2013","323904459522592768",Y
"Mon Apr 15 21:03:35 +0000 2013","323904459530973184",Y
"Mon Apr 15 21:03:36 +0000 2013","323904463708491776",Y
"Mon Apr 15 21:03:36 +0000 2013","323904463712710656",Y
"Mon Apr 15 21:03:36 +0000 2013","323904463725293569",Y
"Mon Apr 15 21:03:37 +0000 2013","323904467919572992",Y
"Mon Apr 15 21:03:37 +0000 2013","323904467902812160",Y
"Mon Apr 15 21:03:37 +0000 2013","323904467919572994",Y
"Mon Apr 15 21:03:37 +0000 2013","323904467923763202",Y
"Mon Apr 15 21:03:37 +0000 2013","323904467911200768",Y
"Mon Apr 15 21:03:38 +0000 2013","323904472105504769",Y
"Mon Apr 15 21:03:38 +0000 2013","323904472109703168",Y
"Mon Apr 15 21:03:38 +0000 2013","323904472105488384",Y
"Mon Apr 15 21:03:38 +0000 2013","323904472088715264",Y
"Mon Apr 15 21:03:38 +0000 2013","323904472118083585",Y
"Mon Apr 15 21:03:38 +0000 2013","323904472097124353",Y
"Mon Apr 15 21:03:39 +0000 2013","323904476291428352",Y
"Mon Apr 15 21:03:39 +0000 2013","323904476299812864",Y
"Mon Apr 15 21:03:39 +0000 2013","323904476295606273",Y
"Mon Apr 15 21:03:40 +0000 2013","323904480477331456",Y
"Mon Apr 15 21:03:40 +0000 2013","323904480510881793",Y
"Mon Apr 15 21:03:40 +0000 2013","323904480510898176",Y
"Mon Apr 15 21:03:40 +0000 2013","323904480515067905",Y
"Mon Apr 15 21:03:40 +0000 2013","323904480485732352",Y
"Mon Apr 15 21:03:40 +0000 2013","323904480502509568",Y
"Mon Apr 15 21:03:40 +0000 2013","323904480506687489",Y
"Mon Apr 15 21:03:40 +0000 2013","323904480510877696",Y
"Mon Apr 15 21:03:40 +0000 2013","323904480481509376",Y
"Mon Apr 15 21:03:41 +0000 2013","323904484696788992",Y
"Mon Apr 15 21:03:41 +0000 2013","323904484705185793",Y
"Mon Apr 15 21:03:41 +0000 2013","323904484696813568",Y
"Mon Apr 15 21:03:41 +0000 2013","323904484696793088",Y
"Mon Apr 15 21:03:41 +0000 2013","323904484705185792",Y
"Mon Apr 15 21:03:41 +0000 2013","323904484684218368",Y
"Mon Apr 15 21:03:42 +0000 2013","323904488903700481",Y
"Mon Apr 15 21:03:42 +0000 2013","323904488899497984",Y
"Mon Apr 15 21:03:42 +0000 2013","323904488878522368",Y
"Mon Apr 15 21:03:43 +0000 2013","323904493077008387",Y
"Mon Apr 15 21:03:43 +0000 2013","323904493072818176",Y
"Mon Apr 15 21:03:43 +0000 2013","323904493072834560",Y
"Mon Apr 15 21:03:43 +0000 2013","323904493081214976",Y
"Mon Apr 15 21:03:43 +0000 2013","323904493081223169",Y
"Mon Apr 15 21:03:43 +0000 2013","323904493077024768",Y
"Mon Apr 15 21:03:43 +0000 2013","323904493077028864",Y
"Mon Apr 15 21:03:43 +0000 2013","323904493089595393",Y
"Mon Apr 15 21:03:43 +0000 2013","323904493097996289",Y
